date,section_id,employees_on_duty,total_task_time_minutes,is_holiday,is_weekend,year,month,dayofweek,quarter,is_working_day,predicted_employee_count,predicted_task_time_minutes,employee_lower_bound,employee_upper_bound,task_time_lower_bound,task_time_upper_bound
2025-01-03,SEC-005,0,0.0,0,0,2025,1,4,1,1,7,2776.7560907073744,2,12,886.6240053840642,4586.429590707491
2025-01-03,SEC-006,0,0.0,0,0,2025,1,4,1,1,5,1960.2670650940527,2,8,693.5590829756618,3140.71727607703
2025-01-04,SEC-001,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-04,SEC-002,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-04,SEC-003,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-04,SEC-004,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-04,SEC-005,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-04,SEC-006,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-05,SEC-001,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-05,SEC-002,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-05,SEC-003,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-05,SEC-004,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-05,SEC-005,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-05,SEC-006,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-06,SEC-001,0,0.0,0,0,2025,1,0,1,1,2,743.8744437786086,1,4,13.984751261334264,1419.3580138621705
2025-01-06,SEC-002,0,0.0,0,0,2025,1,0,1,1,4,1427.7444660114365,2,6,619.339740772343,2247.9416109683752
2025-01-06,SEC-003,0,0.0,0,0,2025,1,0,1,1,3,918.0851654388434,1,4,292.69132542894835,1529.5194177900153
2025-01-06,SEC-004,0,0.0,0,0,2025,1,0,1,1,3,979.8295294124357,1,5,217.97328513891932,1739.9549024817827
2025-01-06,SEC-005,0,0.0,0,0,2025,1,0,1,1,7,2740.075384736184,2,12,795.1119316470363,4596.502046161135
2025-01-06,SEC-006,0,0.0,0,0,2025,1,0,1,1,5,1983.3521275395003,2,9,756.6535387088591,3321.085295426527
2025-01-07,SEC-001,0,0.0,0,0,2025,1,1,1,1,3,863.6454176079835,1,5,155.7394947855582,1562.6682896726575
2025-01-07,SEC-002,0,0.0,0,0,2025,1,1,1,1,4,1380.980186807591,2,6,560.0709273861723,2205.389946693092
2025-01-07,SEC-003,0,0.0,0,0,2025,1,1,1,1,3,912.3180981357168,1,5,274.8833494231132,1579.789869865112
2025-01-07,SEC-004,0,0.0,0,0,2025,1,1,1,1,3,960.2802374826641,1,5,279.6792863720053,1699.6750758273292
2025-01-07,SEC-005,0,0.0,0,0,2025,1,1,1,1,7,2741.72997041541,2,12,843.1079380141022,4608.542203658001
2025-01-07,SEC-006,0,0.0,0,0,2025,1,1,1,1,5,1948.8792914958656,2,8,749.4458889690416,3213.4879214256944
2025-01-08,SEC-001,0,0.0,0,0,2025,1,2,1,1,3,865.8829207334277,1,5,188.3996822197476,1594.9919819820545
2025-01-08,SEC-002,0,0.0,0,0,2025,1,2,1,1,4,1317.2314649392054,1,6,547.3158566338315,2120.6349401292346
2025-01-08,SEC-003,0,0.0,0,0,2025,1,2,1,1,3,873.5970530260581,1,4,236.65417036947537,1549.6375021039248
2025-01-08,SEC-004,0,0.0,0,0,2025,1,2,1,1,3,942.8600001199145,1,5,240.1513557165891,1659.56175987874
2025-01-08,SEC-005,0,0.0,0,0,2025,1,2,1,1,7,2782.843772174948,2,12,918.1610967332558,4674.462706262001
2025-01-08,SEC-006,0,0.0,0,0,2025,1,2,1,1,5,1903.858747417039,2,8,627.534855134975,3143.3288438097475
2025-01-09,SEC-001,0,0.0,0,0,2025,1,3,1,1,2,767.4154853338525,1,4,57.71708561350793,1491.1718335016706
2025-01-09,SEC-002,0,0.0,0,0,2025,1,3,1,1,3,1269.936998924667,1,6,547.9137293614331,2093.464008031757
2025-01-09,SEC-003,0,0.0,0,0,2025,1,3,1,1,2,853.1919977132344,1,4,194.71592405275368,1505.8993902377626
2025-01-09,SEC-004,0,0.0,0,0,2025,1,3,1,1,3,932.8074241642852,1,5,241.66000920380472,1695.7673595682088
2025-01-09,SEC-005,0,0.0,0,0,2025,1,3,1,1,7,2841.0266525448346,2,12,869.2765963305624,4673.464952852551
2025-01-09,SEC-006,0,0.0,0,0,2025,1,3,1,1,5,1871.2153199067864,2,8,646.9966820041822,3063.7283579450295
2025-01-10,SEC-001,0,0.0,0,0,2025,1,4,1,1,2,799.6657686042148,1,4,85.65805541709587,1544.0074005375689
2025-01-10,SEC-002,0,0.0,0,0,2025,1,4,1,1,3,1268.6725881069935,1,6,480.9578044084092,2061.2964237205956
2025-01-10,SEC-003,0,0.0,0,0,2025,1,4,1,1,3,873.7528972481285,1,4,220.47765891130203,1540.1950568693871
2025-01-10,SEC-004,0,0.0,0,0,2025,1,4,1,1,3,931.5181430723862,1,5,182.59206349910716,1659.8019175013312
2025-01-10,SEC-005,0,0.0,0,0,2025,1,4,1,1,7,2886.845061184489,2,12,946.828611790924,4725.23201947729
2025-01-10,SEC-006,0,0.0,0,0,2025,1,4,1,1,5,1871.365724161126,2,8,645.2788956196939,3158.2295144134373
2025-01-11,SEC-001,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-11,SEC-002,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-11,SEC-003,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-11,SEC-004,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-11,SEC-005,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-11,SEC-006,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-12,SEC-001,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-12,SEC-002,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-12,SEC-003,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-12,SEC-004,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-12,SEC-005,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-12,SEC-006,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-13,SEC-001,0,0.0,1,0,2025,1,0,1,0,0,0.0,0,0,0.0,0.0
2025-01-13,SEC-002,0,0.0,1,0,2025,1,0,1,0,0,0.0,0,0,0.0,0.0
2025-01-13,SEC-003,0,0.0,1,0,2025,1,0,1,0,0,0.0,0,0,0.0,0.0
2025-01-13,SEC-004,0,0.0,1,0,2025,1,0,1,0,0,0.0,0,0,0.0,0.0
2025-01-13,SEC-005,0,0.0,1,0,2025,1,0,1,0,0,0.0,0,0,0.0,0.0
2025-01-13,SEC-006,0,0.0,1,0,2025,1,0,1,0,0,0.0,0,0,0.0,0.0
2025-01-14,SEC-001,0,0.0,1,0,2025,1,1,1,0,0,0.0,0,0,0.0,0.0
2025-01-14,SEC-002,0,0.0,1,0,2025,1,1,1,0,0,0.0,0,0,0.0,0.0
2025-01-14,SEC-003,0,0.0,1,0,2025,1,1,1,0,0,0.0,0,0,0.0,0.0
2025-01-14,SEC-004,0,0.0,1,0,2025,1,1,1,0,0,0.0,0,0,0.0,0.0
2025-01-14,SEC-005,0,0.0,1,0,2025,1,1,1,0,0,0.0,0,0,0.0,0.0
2025-01-14,SEC-006,0,0.0,1,0,2025,1,1,1,0,0,0.0,0,0,0.0,0.0
2025-01-15,SEC-001,0,0.0,0,0,2025,1,2,1,1,2,703.0716467593986,1,4,59.24844758056626,1464.1383085877767
2025-01-15,SEC-002,0,0.0,0,0,2025,1,2,1,1,4,1443.9911176137798,2,6,609.185416679471,2299.256296422852
2025-01-15,SEC-003,0,0.0,0,0,2025,1,2,1,1,2,717.8040737778803,1,4,102.83063032482569,1378.6160313663754
2025-01-15,SEC-004,0,0.0,0,0,2025,1,2,1,1,3,886.1398926790082,1,5,218.02487809406657,1603.98982529262
2025-01-15,SEC-005,0,0.0,0,0,2025,1,2,1,1,7,2896.446195380099,3,12,1096.2490053631807,4603.094108595696
2025-01-15,SEC-006,0,0.0,0,0,2025,1,2,1,1,6,2182.7605586571685,2,9,950.7148861471055,3425.8596617411386
2025-01-16,SEC-001,0,0.0,0,0,2025,1,3,1,1,2,759.5319113681513,1,4,108.85104433989386,1448.7881834954746
2025-01-16,SEC-002,0,0.0,0,0,2025,1,3,1,1,4,1378.589882597472,2,6,562.3592680917911,2245.5686132922883
2025-01-16,SEC-003,0,0.0,0,0,2025,1,3,1,1,2,766.8795310578893,1,4,155.97542765437507,1413.8421876760258
2025-01-16,SEC-004,0,0.0,0,0,2025,1,3,1,1,2,850.7754437044264,1,5,120.73710747284564,1614.141589096866
2025-01-16,SEC-005,0,0.0,0,0,2025,1,3,1,1,7,2861.5930698499246,2,12,963.7311569718701,4800.018534959113
2025-01-16,SEC-006,0,0.0,0,0,2025,1,3,1,1,6,2202.091459500446,3,9,977.9585731387753,3431.0676916073817
2025-01-17,SEC-001,0,0.0,0,0,2025,1,4,1,1,2,781.9799413104231,1,4,82.27901619143367,1491.6095979594927
2025-01-17,SEC-002,0,0.0,0,0,2025,1,4,1,1,4,1329.4042728598604,1,6,555.2690811656199,2138.811531805807
2025-01-17,SEC-003,0,0.0,0,0,2025,1,4,1,1,2,799.2633915787903,1,4,142.92020200464333,1418.6021822069158
2025-01-17,SEC-004,0,0.0,0,0,2025,1,4,1,1,2,818.1641637260669,1,5,147.977512634643,1608.2316394705247
2025-01-17,SEC-005,0,0.0,0,0,2025,1,4,1,1,7,2778.0661615630593,3,12,1067.3202420133023,4610.116675875267
2025-01-17,SEC-006,0,0.0,0,0,2025,1,4,1,1,6,2193.2232385234606,3,9,1033.27586369138,3526.633920253448
2025-01-18,SEC-001,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-18,SEC-002,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-18,SEC-003,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-18,SEC-004,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-18,SEC-005,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-18,SEC-006,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-19,SEC-001,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-19,SEC-002,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-19,SEC-003,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-19,SEC-004,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-19,SEC-005,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-19,SEC-006,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-20,SEC-001,0,0.0,0,0,2025,1,0,1,1,2,687.5786227581857,1,4,6.060446591643658,1390.6369639284192
2025-01-20,SEC-002,0,0.0,0,0,2025,1,0,1,1,4,1495.5533258587081,2,6,725.1335336019813,2339.5437505386403
2025-01-20,SEC-003,0,0.0,0,0,2025,1,0,1,1,2,813.7912076683012,1,4,185.23333963728842,1425.0705025954899
2025-01-20,SEC-004,0,0.0,0,0,2025,1,0,1,1,2,798.3957962997466,1,4,91.777067944745,1481.534360662612
2025-01-20,SEC-005,0,0.0,0,0,2025,1,0,1,1,6,2490.941562137137,2,11,737.9697306342536,4404.700788765406
2025-01-20,SEC-006,0,0.0,0,0,2025,1,0,1,1,5,2091.614393576509,2,9,843.264105613524,3334.0488292736795
2025-01-21,SEC-001,0,0.0,0,0,2025,1,1,1,1,2,763.0168159013442,1,4,18.973013596856617,1488.9106629461935
2025-01-21,SEC-002,0,0.0,0,0,2025,1,1,1,1,4,1583.4264784892325,2,6,777.2170363921936,2396.267101982522
2025-01-21,SEC-003,0,0.0,0,0,2025,1,1,1,1,3,859.935443448389,1,4,199.38936186258206,1487.0961054818738
2025-01-21,SEC-004,0,0.0,0,0,2025,1,1,1,1,2,816.1029466504082,1,4,99.35587497549352,1521.087162544862
2025-01-21,SEC-005,0,0.0,0,0,2025,1,1,1,1,7,2543.9797040922763,2,11,662.7679760671942,4361.331355169396
2025-01-21,SEC-006,0,0.0,0,0,2025,1,1,1,1,5,2081.9661602146484,2,9,844.8248524968915,3300.846012410822
2025-01-22,SEC-001,0,0.0,0,0,2025,1,2,1,1,3,854.5484764705299,1,4,157.9889969919906,1537.217836730672
2025-01-22,SEC-002,0,0.0,0,0,2025,1,2,1,1,4,1624.3197407171308,2,7,794.4588786721857,2449.251521869937
2025-01-22,SEC-003,0,0.0,0,0,2025,1,2,1,1,3,857.3439245826667,1,4,189.72976405008387,1466.3133358507582
2025-01-22,SEC-004,0,0.0,0,0,2025,1,2,1,1,2,835.237744668917,1,4,137.7426017219416,1514.678112245035
2025-01-22,SEC-005,0,0.0,0,0,2025,1,2,1,1,7,2692.920576601464,2,12,938.7293770513812,4744.6109437546465
2025-01-22,SEC-006,0,0.0,0,0,2025,1,2,1,1,5,2099.1413312600926,2,9,924.3907763431092,3405.713543997815
2025-01-23,SEC-001,0,0.0,0,0,2025,1,3,1,1,2,770.7937891335312,1,4,94.47084328880021,1452.266554369304
2025-01-23,SEC-002,0,0.0,0,0,2025,1,3,1,1,4,1609.6755764437492,2,7,764.6663693518908,2433.3034669378267
2025-01-23,SEC-003,0,0.0,0,0,2025,1,3,1,1,2,779.7132843943539,1,4,137.82973415081884,1369.435580796783
2025-01-23,SEC-004,0,0.0,0,0,2025,1,3,1,1,2,848.0889996322351,1,4,102.09438975094578,1560.7849506019793
2025-01-23,SEC-005,0,0.0,0,0,2025,1,3,1,1,7,2880.075616769782,2,12,895.6928200031595,4731.56995904849
2025-01-23,SEC-006,0,0.0,0,0,2025,1,3,1,1,6,2133.4073409563807,2,9,782.2576077530838,3332.964060433976
2025-01-24,SEC-001,0,0.0,0,0,2025,1,4,1,1,2,671.1640149763914,1,4,-25.46525311966205,1396.5557765942779
2025-01-24,SEC-002,0,0.0,0,0,2025,1,4,1,1,4,1562.0136943820576,2,7,760.8767733528023,2454.8175133648233
2025-01-24,SEC-003,0,0.0,0,0,2025,1,4,1,1,2,676.0729798427958,1,4,51.90191320263435,1307.5122360135485
2025-01-24,SEC-004,0,0.0,0,0,2025,1,4,1,1,2,849.5752761003527,1,4,124.20028261493515,1585.2720037228198
2025-01-24,SEC-005,0,0.0,0,0,2025,1,4,1,1,8,3024.263075897592,3,12,1122.0036066130256,4794.9537494240985
2025-01-24,SEC-006,0,0.0,0,0,2025,1,4,1,1,6,2164.4610758331,2,9,869.0557657926258,3490.466523168821
2025-01-25,SEC-001,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-25,SEC-002,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-25,SEC-003,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-25,SEC-004,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-25,SEC-005,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-25,SEC-006,0,0.0,0,1,2025,1,5,1,0,0,0.0,0,0,0.0,0.0
2025-01-26,SEC-001,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-26,SEC-002,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-26,SEC-003,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-26,SEC-004,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-26,SEC-005,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-26,SEC-006,0,0.0,0,1,2025,1,6,1,0,0,0.0,0,0,0.0,0.0
2025-01-27,SEC-001,0,0.0,0,0,2025,1,0,1,1,2,792.6004202639136,1,4,27.250884909358923,1517.7838856219291
2025-01-27,SEC-002,0,0.0,0,0,2025,1,0,1,1,4,1545.2072289739954,2,6,670.1007298302416,2395.539708925923
2025-01-27,SEC-003,0,0.0,0,0,2025,1,0,1,1,2,664.6845807966214,1,4,20.84667944025604,1284.9009655550112
2025-01-27,SEC-004,0,0.0,0,0,2025,1,0,1,1,2,792.6171437662393,1,4,89.6095105704743,1500.0268581025477
2025-01-27,SEC-005,0,0.0,0,0,2025,1,0,1,1,7,2855.043429066496,3,12,1011.3042850198148,4572.641147237484
2025-01-27,SEC-006,0,0.0,0,0,2025,1,0,1,1,5,2097.8022945961247,2,9,846.4593235025103,3338.342317878794
2025-01-28,SEC-001,0,0.0,0,0,2025,1,1,1,1,2,825.8805600783111,1,4,99.02568638231651,1501.8488247741593
2025-01-28,SEC-002,0,0.0,0,0,2025,1,1,1,1,4,1598.0678006907676,2,6,816.9093396070687,2411.5182619757556
2025-01-28,SEC-003,0,0.0,0,0,2025,1,1,1,1,2,689.1697026568734,1,4,88.63719022888031,1313.6509922272107
2025-01-28,SEC-004,0,0.0,0,0,2025,1,1,1,1,2,769.9138655611915,1,4,44.41818713094773,1555.449000538037
2025-01-28,SEC-005,0,0.0,0,0,2025,1,1,1,1,7,2742.131013907603,2,12,827.5594774077135,4615.087761009534
2025-01-28,SEC-006,0,0.0,0,0,2025,1,1,1,1,5,2038.578587177476,2,8,776.9417611022405,3262.3169071109182
2025-01-29,SEC-001,0,0.0,0,0,2025,1,2,1,1,2,778.9901692209521,1,4,112.11183525655886,1498.9484240151883
2025-01-29,SEC-002,0,0.0,0,0,2025,1,2,1,1,4,1640.1678421286622,2,7,792.8042424852796,2506.743980502951
2025-01-29,SEC-003,0,0.0,0,0,2025,1,2,1,1,2,704.9254148964978,1,4,3.1592528310991623,1304.2259297431508
2025-01-29,SEC-004,0,0.0,0,0,2025,1,2,1,1,2,755.4689044365942,1,4,-10.806590064418703,1446.732053098446
2025-01-29,SEC-005,0,0.0,0,0,2025,1,2,1,1,7,2719.719246215015,3,12,1059.0773851241688,4564.926073608153
2025-01-29,SEC-006,0,0.0,0,0,2025,1,2,1,1,5,1987.7970769957512,2,8,686.8071539420814,3238.3238580606403
2025-01-30,SEC-001,0,0.0,0,0,2025,1,3,1,1,2,658.7826047437155,1,4,-71.84039828222876,1386.7441789751288
2025-01-30,SEC-002,0,0.0,0,0,2025,1,3,1,1,4,1651.0632592532072,2,7,848.4662212862952,2492.9601466145577
2025-01-30,SEC-003,0,0.0,0,0,2025,1,3,1,1,2,735.409565584755,1,4,106.03714016515308,1409.5537410030292
2025-01-30,SEC-004,0,0.0,0,0,2025,1,3,1,1,2,752.7963063097542,1,4,-27.323922116281576,1456.217491427008
2025-01-30,SEC-005,0,0.0,0,0,2025,1,3,1,1,7,2803.057608984034,2,12,909.3426750217776,4578.251152975882
2025-01-30,SEC-006,0,0.0,0,0,2025,1,3,1,1,5,1957.0108560869978,2,8,735.5046673005453,3219.42100052782
2025-01-31,SEC-001,0,0.0,0,0,2025,1,4,1,1,2,724.3578580780883,1,4,11.408937319313274,1426.7427610697625
2025-01-31,SEC-002,0,0.0,0,0,2025,1,4,1,1,4,1632.3817179565053,2,7,821.482604673967,2435.346183103607
2025-01-31,SEC-003,0,0.0,0,0,2025,1,4,1,1,2,777.5243503553384,1,4,101.83555382108611,1375.4090119203402
2025-01-31,SEC-004,0,0.0,0,0,2025,1,4,1,1,2,762.0576660408072,1,4,-11.40447392094672,1464.910812806393
2025-01-31,SEC-005,0,0.0,0,0,2025,1,4,1,1,7,2945.513885526065,3,12,1051.153468958841,4781.043930228083
2025-01-31,SEC-006,0,0.0,0,0,2025,1,4,1,1,5,1950.285717624515,2,8,712.1815222379892,3117.547462069043
2025-02-01,SEC-001,0,0.0,0,1,2025,2,5,1,0,0,0.0,0,0,0.0,0.0
2025-02-01,SEC-002,0,0.0,0,1,2025,2,5,1,0,0,0.0,0,0,0.0,0.0
2025-02-01,SEC-003,0,0.0,0,1,2025,2,5,1,0,0,0.0,0,0,0.0,0.0
2025-02-01,SEC-004,0,0.0,0,1,2025,2,5,1,0,0,0.0,0,0,0.0,0.0
2025-02-01,SEC-005,0,0.0,0,1,2025,2,5,1,0,0,0.0,0,0,0.0,0.0
2025-02-01,SEC-006,0,0.0,0,1,2025,2,5,1,0,0,0.0,0,0,0.0,0.0
2025-02-02,SEC-001,0,0.0,0,1,2025,2,6,1,0,0,0.0,0,0,0.0,0.0
2025-02-02,SEC-002,0,0.0,0,1,2025,2,6,1,0,0,0.0,0,0,0.0,0.0
2025-02-02,SEC-003,0,0.0,0,1,2025,2,6,1,0,0,0.0,0,0,0.0,0.0
2025-02-02,SEC-004,0,0.0,0,1,2025,2,6,1,0,0,0.0,0,0,0.0,0.0
2025-02-02,SEC-005,0,0.0,0,1,2025,2,6,1,0,0,0.0,0,0,0.0,0.0
2025-02-02,SEC-006,0,0.0,0,1,2025,2,6,1,0,0,0.0,0,0,0.0,0.0
2025-02-03,SEC-001,0,0.0,0,0,2025,2,0,1,1,2,658.2210609302815,1,4,-62.47468834879356,1442.360563533553
2025-02-03,SEC-002,0,0.0,0,0,2025,2,0,1,1,4,1591.203613288762,2,7,764.8855698578019,2419.8761755536634
2025-02-03,SEC-003,0,0.0,0,0,2025,2,0,1,1,2,804.7494129713102,1,4,183.01227035700563,1421.1095954754646
2025-02-03,SEC-004,0,0.0,0,0,2025,2,0,1,1,2,818.7555091353722,1,4,90.82549652449984,1543.413241888078
2025-02-03,SEC-005,0,0.0,0,0,2025,2,0,1,1,8,2988.5454864712733,3,12,1200.8053649565306,4802.942006352267
2025-02-03,SEC-006,0,0.0,0,0,2025,2,0,1,1,5,2036.7598211277727,2,8,704.580317315931,3281.1565726129074
2025-02-04,SEC-001,0,0.0,1,0,2025,2,1,1,0,0,0.0,0,0,0.0,0.0
2025-02-04,SEC-002,0,0.0,1,0,2025,2,1,1,0,0,0.0,0,0,0.0,0.0
2025-02-04,SEC-003,0,0.0,1,0,2025,2,1,1,0,0,0.0,0,0,0.0,0.0
2025-02-04,SEC-004,0,0.0,1,0,2025,2,1,1,0,0,0.0,0,0,0.0,0.0
2025-02-04,SEC-005,0,0.0,1,0,2025,2,1,1,0,0,0.0,0,0,0.0,0.0
2025-02-04,SEC-006,0,0.0,1,0,2025,2,1,1,0,0,0.0,0,0,0.0,0.0
2025-02-05,SEC-001,0,0.0,0,0,2025,2,2,1,1,2,646.8983351788959,1,4,-54.62181195082977,1351.6589212451381
2025-02-05,SEC-002,0,0.0,0,0,2025,2,2,1,1,4,1590.651931619057,2,6,751.1158641026412,2400.2973616814415
2025-02-05,SEC-003,0,0.0,0,0,2025,2,2,1,1,3,907.3002441721558,1,4,282.9329427824323,1550.8603884023905
2025-02-05,SEC-004,0,0.0,0,0,2025,2,2,1,1,2,831.3808735317876,1,4,143.95851145039774,1521.1565746999916
2025-02-05,SEC-005,0,0.0,0,0,2025,2,2,1,1,7,2604.1406080161128,2,11,775.0432597318232,4344.424665761009
2025-02-05,SEC-006,0,0.0,0,0,2025,2,2,1,1,5,2065.237725849598,2,8,817.5570983720394,3274.9708940791593
2025-02-06,SEC-001,0,0.0,0,0,2025,2,3,1,1,2,707.587051039965,1,4,11.151757128229159,1428.8903774850028
2025-02-06,SEC-002,0,0.0,0,0,2025,2,3,1,1,4,1544.8326179780051,2,6,750.7142561798507,2408.671033880589
2025-02-06,SEC-003,0,0.0,0,0,2025,2,3,1,1,3,942.6411884756343,1,5,268.6103014640038,1561.5688363404422
2025-02-06,SEC-004,0,0.0,0,0,2025,2,3,1,1,2,828.7863616825623,1,4,140.49091243315294,1516.1049951771352
2025-02-06,SEC-005,0,0.0,0,0,2025,2,3,1,1,6,2463.22479472014,1,11,495.6957657903781,4423.752082947859
2025-02-06,SEC-006,0,0.0,0,0,2025,2,3,1,1,5,2030.3315322819294,2,8,790.9063425929662,3185.1948438432973
2025-02-07,SEC-001,0,0.0,0,0,2025,2,4,1,1,2,790.09083767152,1,4,104.5907448794933,1503.252725563661
2025-02-07,SEC-002,0,0.0,0,0,2025,2,4,1,1,4,1467.828534376687,2,6,656.1597215671403,2273.5049823458526
2025-02-07,SEC-003,0,0.0,0,0,2025,2,4,1,1,3,932.2724919141945,1,4,299.97826172779696,1559.2550016010198
2025-02-07,SEC-004,0,0.0,0,0,2025,2,4,1,1,2,827.3689847997663,1,4,101.16613023339754,1537.0078982689552
2025-02-07,SEC-005,0,0.0,0,0,2025,2,4,1,1,6,2417.6976993636044,1,11,535.0795019841063,4185.676347173924
