date,section_id,employees_on_duty,total_task_time_minutes,is_holiday,is_weekend
2021-02-14,SEC-001,0,0.0,0,1
2021-02-14,SEC-002,0,0.0,0,1
2021-02-14,SEC-003,0,0.0,0,1
2021-02-14,SEC-004,0,0.0,0,1
2021-02-14,SEC-005,0,0.0,0,1
2021-02-14,SEC-006,0,0.0,0,1
2021-02-15,SEC-001,5,1695.1242441,0,0
2021-02-15,SEC-002,7,2132.959335933333,0,0
2021-02-15,SEC-003,3,916.3211375,0,0
2021-02-15,SEC-004,6,2451.585608833333,0,0
2021-02-15,SEC-005,8,2806.5162613166667,0,0
2021-02-15,SEC-006,9,3012.76672645,0,0
2021-02-16,SEC-001,2,621.52753145,0,0
2021-02-16,SEC-002,5,2335.9898742,0,0
2021-02-16,SEC-003,2,988.1740237666668,0,0
2021-02-16,SEC-004,2,544.7683838333334,0,0
2021-02-16,SEC-005,6,1848.67753,0,0
2021-02-16,SEC-006,4,1487.6460013333333,0,0
2021-02-17,SEC-001,4,1642.7598556,0,0
2021-02-17,SEC-002,6,1715.4451656833332,0,0
2021-02-17,SEC-003,3,672.5044038166667,0,0
2021-02-17,SEC-004,5,1336.951184583333,0,0
2021-02-17,SEC-005,5,2059.199933566667,0,0
2021-02-17,SEC-006,3,1054.6859341833333,0,0
2021-02-18,SEC-001,1,377.86382211666665,0,0
2021-02-18,SEC-002,8,2535.171993666667,0,0
2021-02-18,SEC-003,3,1115.4090962166667,0,0
2021-02-18,SEC-004,2,715.3567112000001,0,0
2021-02-18,SEC-005,8,2779.4721364,0,0
2021-02-18,SEC-006,4,1323.8572485,0,0
2021-02-19,SEC-001,1,333.4412185333333,0,0
2021-02-19,SEC-002,4,1579.37641815,0,0
2021-02-19,SEC-003,3,676.5090072666667,0,0
2021-02-19,SEC-004,3,1275.433809033333,0,0
2021-02-19,SEC-005,9,3487.0247623166665,0,0
2021-02-19,SEC-006,7,2236.0482893333333,0,0
2021-02-20,SEC-001,0,0.0,0,1
2021-02-20,SEC-002,0,0.0,0,1
2021-02-20,SEC-003,0,0.0,0,1
2021-02-20,SEC-004,0,0.0,0,1
2021-02-20,SEC-005,0,0.0,0,1
2021-02-20,SEC-006,0,0.0,0,1
2021-02-21,SEC-001,0,0.0,0,1
2021-02-21,SEC-002,0,0.0,0,1
2021-02-21,SEC-003,0,0.0,0,1
2021-02-21,SEC-004,0,0.0,0,1
2021-02-21,SEC-005,0,0.0,0,1
2021-02-21,SEC-006,0,0.0,0,1
2021-02-22,SEC-001,4,1378.1876552166666,0,0
2021-02-22,SEC-002,4,1242.9735231666666,0,0
2021-02-22,SEC-003,3,1206.0891473,0,0
2021-02-22,SEC-004,11,4344.666903033333,0,0
2021-02-22,SEC-005,4,1450.9086839,0,0
2021-02-22,SEC-006,9,3514.377592683333,0,0
2021-02-23,SEC-001,5,2426.22646625,0,0
2021-02-23,SEC-002,3,1345.9303472166666,0,0
2021-02-23,SEC-003,1,558.3071660333334,0,0
2021-02-23,SEC-004,1,323.5998178666667,0,0
2021-02-23,SEC-005,7,2726.81463735,0,0
2021-02-23,SEC-006,5,1906.0235641833333,0,0
2021-02-24,SEC-001,2,714.3430988166667,0,0
2021-02-24,SEC-002,2,828.1681791166667,0,0
2021-02-24,SEC-003,4,1439.0538890166667,0,0
2021-02-24,SEC-004,3,1111.3500466166663,0,0
2021-02-24,SEC-005,4,1274.117269933333,0,0
2021-02-24,SEC-006,9,3462.612936533333,0,0
2021-02-25,SEC-001,3,1551.52934155,0,0
2021-02-25,SEC-002,5,1813.674522583333,0,0
2021-02-25,SEC-003,3,676.1509257333333,0,0
2021-02-25,SEC-004,1,475.2083840166667,0,0
2021-02-25,SEC-005,9,4143.386975666666,0,0
2021-02-25,SEC-006,11,4260.147411516667,0,0
2021-02-26,SEC-001,0,0.0,1,0
2021-02-26,SEC-002,0,0.0,1,0
2021-02-26,SEC-003,0,0.0,1,0
2021-02-26,SEC-004,0,0.0,1,0
2021-02-26,SEC-005,0,0.0,1,0
2021-02-26,SEC-006,0,0.0,1,0
2021-02-27,SEC-001,0,0.0,0,1
2021-02-27,SEC-002,0,0.0,0,1
2021-02-27,SEC-003,0,0.0,0,1
2021-02-27,SEC-004,0,0.0,0,1
2021-02-27,SEC-005,0,0.0,0,1
2021-02-27,SEC-006,0,0.0,0,1
2021-02-28,SEC-001,0,0.0,0,1
2021-02-28,SEC-002,0,0.0,0,1
2021-02-28,SEC-003,0,0.0,0,1
2021-02-28,SEC-004,0,0.0,0,1
2021-02-28,SEC-005,0,0.0,0,1
2021-02-28,SEC-006,0,0.0,0,1
2021-03-01,SEC-001,6,1874.0296169666667,0,0
2021-03-01,SEC-002,4,1781.60803985,0,0
2021-03-01,SEC-003,3,912.21709545,0,0
2021-03-01,SEC-004,2,1082.1239828333332,0,0
2021-03-01,SEC-005,15,6397.584432,0,0
2021-03-01,SEC-006,7,2979.4597468166667,0,0
2021-03-02,SEC-001,1,428.96541928333335,0,0
2021-03-02,SEC-002,4,1540.0105594666666,0,0
2021-03-02,SEC-003,3,1066.31489645,0,0
2021-03-02,SEC-004,1,367.00217576666665,0,0
2021-03-02,SEC-005,3,1021.1963895833334,0,0
2021-03-02,SEC-006,6,2100.9621358,0,0
2021-03-03,SEC-001,3,867.84947845,0,0
2021-03-03,SEC-002,4,1574.7200912666667,0,0
2021-03-03,SEC-003,1,765.4159115166667,0,0
2021-03-03,SEC-004,8,2553.20832195,0,0
2021-03-03,SEC-005,7,2788.8292708,0,0
2021-03-03,SEC-006,7,2266.918913183333,0,0
2021-03-04,SEC-001,2,268.9328469,0,0
2021-03-04,SEC-002,6,1783.261357783333,0,0
2021-03-04,SEC-003,3,927.1691351833332,0,0
2021-03-04,SEC-004,2,668.4942609,0,0
2021-03-04,SEC-005,8,3021.55191345,0,0
2021-03-04,SEC-006,5,1800.294150383333,0,0
2021-03-05,SEC-001,2,959.4739306833332,0,0
2021-03-05,SEC-002,4,1603.8335731666666,0,0
2021-03-05,SEC-003,6,1885.8725804833327,0,0
2021-03-05,SEC-004,2,640.5571832333334,0,0
2021-03-05,SEC-005,5,1841.2216887333332,0,0
2021-03-05,SEC-006,6,2079.7453868166667,0,0
2021-03-06,SEC-001,0,0.0,0,1
2021-03-06,SEC-002,0,0.0,0,1
2021-03-06,SEC-003,0,0.0,0,1
2021-03-06,SEC-004,0,0.0,0,1
2021-03-06,SEC-005,0,0.0,0,1
2021-03-06,SEC-006,0,0.0,0,1
2021-03-07,SEC-001,0,0.0,0,1
2021-03-07,SEC-002,0,0.0,0,1
2021-03-07,SEC-003,0,0.0,0,1
2021-03-07,SEC-004,0,0.0,0,1
2021-03-07,SEC-005,0,0.0,0,1
2021-03-07,SEC-006,0,0.0,0,1
2021-03-08,SEC-001,4,1588.1132891166667,0,0
2021-03-08,SEC-002,4,1785.7864584833333,0,0
2021-03-08,SEC-003,4,906.37016355,0,0
2021-03-08,SEC-004,3,1121.3566753333334,0,0
2021-03-08,SEC-005,4,1615.8775871333332,0,0
2021-03-08,SEC-006,12,4613.273843733334,0,0
2021-03-09,SEC-001,2,479.8744089833333,0,0
2021-03-09,SEC-002,3,1191.308729416667,0,0
2021-03-09,SEC-003,3,1164.29221435,0,0
2021-03-09,SEC-004,3,1608.3512743833332,0,0
2021-03-09,SEC-005,6,2458.769919,0,0
2021-03-09,SEC-006,6,2330.630468533333,0,0
2021-03-10,SEC-001,4,1379.81977985,0,0
2021-03-10,SEC-002,4,1167.563116283333,0,0
2021-03-10,SEC-003,2,1125.4906629,0,0
2021-03-10,SEC-004,2,981.705477,0,0
2021-03-10,SEC-005,12,4920.229716183333,0,0
2021-03-10,SEC-006,5,1745.1341264166667,0,0
2021-03-11,SEC-001,0,0.0,1,0
2021-03-11,SEC-002,0,0.0,1,0
2021-03-11,SEC-003,0,0.0,1,0
2021-03-11,SEC-004,0,0.0,1,0
2021-03-11,SEC-005,0,0.0,1,0
2021-03-11,SEC-006,0,0.0,1,0
2021-03-12,SEC-001,3,1241.7835158,0,0
2021-03-12,SEC-002,5,1359.10302805,0,0
2021-03-12,SEC-003,2,1124.3214253333333,0,0
2021-03-12,SEC-004,4,1662.1525711833333,0,0
2021-03-12,SEC-005,3,1048.08431165,0,0
2021-03-12,SEC-006,6,2915.24920405,0,0
2021-03-13,SEC-001,0,0.0,0,1
2021-03-13,SEC-002,0,0.0,0,1
2021-03-13,SEC-003,0,0.0,0,1
2021-03-13,SEC-004,0,0.0,0,1
2021-03-13,SEC-005,0,0.0,0,1
2021-03-13,SEC-006,0,0.0,0,1
2021-03-14,SEC-001,0,0.0,0,1
2021-03-14,SEC-002,0,0.0,0,1
2021-03-14,SEC-003,0,0.0,0,1
2021-03-14,SEC-004,0,0.0,0,1
2021-03-14,SEC-005,0,0.0,0,1
2021-03-14,SEC-006,0,0.0,0,1
2021-03-15,SEC-001,3,1213.6607581833332,0,0
2021-03-15,SEC-002,3,1168.8134784166666,0,0
2021-03-15,SEC-003,3,1070.1694396833334,0,0
2021-03-15,SEC-004,6,2842.64255225,0,0
2021-03-15,SEC-005,9,3824.896097383333,0,0
2021-03-15,SEC-006,13,5268.526322066667,0,0
2021-03-16,SEC-001,2,598.0210462,0,0
2021-03-16,SEC-002,5,1596.923856483333,0,0
2021-03-16,SEC-003,4,2059.2472604,0,0
2021-03-16,SEC-004,2,329.83631203333334,0,0
2021-03-16,SEC-005,8,3216.9578896166668,0,0
2021-03-16,SEC-006,6,2512.6597733333333,0,0
2021-03-17,SEC-001,2,754.77127075,0,0
2021-03-17,SEC-002,4,1663.9928187666667,0,0
2021-03-17,SEC-003,4,1237.91601785,0,0
2021-03-17,SEC-004,2,768.9401435666666,0,0
2021-03-17,SEC-005,7,2212.3703709333336,0,0
2021-03-17,SEC-006,8,3160.14058725,0,0
2021-03-18,SEC-001,2,765.78639465,0,0
2021-03-18,SEC-002,2,1149.2056785,0,0
2021-03-18,SEC-003,3,768.9372506833333,0,0
2021-03-18,SEC-004,1,207.51860843333333,0,0
2021-03-18,SEC-005,4,1853.76776165,0,0
2021-03-18,SEC-006,7,3139.0030946,0,0
2021-03-19,SEC-001,3,831.7767972666667,0,0
2021-03-19,SEC-002,4,1038.22587195,0,0
2021-03-19,SEC-003,3,455.67173556666665,0,0
2021-03-19,SEC-004,4,1519.8231348333334,0,0
2021-03-19,SEC-005,10,4067.8950795666665,0,0
2021-03-19,SEC-006,6,1818.3629736333328,0,0
2021-03-20,SEC-001,0,0.0,0,1
2021-03-20,SEC-002,0,0.0,0,1
2021-03-20,SEC-003,0,0.0,0,1
2021-03-20,SEC-004,0,0.0,0,1
2021-03-20,SEC-005,0,0.0,0,1
2021-03-20,SEC-006,0,0.0,0,1
2021-03-21,SEC-001,0,0.0,0,1
2021-03-21,SEC-002,0,0.0,0,1
2021-03-21,SEC-003,0,0.0,0,1
2021-03-21,SEC-004,0,0.0,0,1
2021-03-21,SEC-005,0,0.0,0,1
2021-03-21,SEC-006,0,0.0,0,1
2021-03-22,SEC-001,3,965.9870569666666,0,0
2021-03-22,SEC-002,4,1618.9934468,0,0
2021-03-22,SEC-003,4,1447.801296,0,0
2021-03-22,SEC-004,2,993.9220599333332,0,0
2021-03-22,SEC-005,19,7917.3996794,0,0
2021-03-22,SEC-006,8,3050.48882615,0,0
2021-03-23,SEC-001,2,654.7704167333334,0,0
2021-03-23,SEC-002,5,1689.8305257,0,0
2021-03-23,SEC-003,3,822.9255578166667,0,0
2021-03-23,SEC-004,4,1395.0481099333333,0,0
2021-03-23,SEC-005,7,2783.535425833333,0,0
2021-03-23,SEC-006,8,3110.2509314333333,0,0
2021-03-24,SEC-001,3,764.0220296166667,0,0
2021-03-24,SEC-002,6,1902.8325099333333,0,0
2021-03-24,SEC-003,4,1748.5166889666666,0,0
2021-03-24,SEC-004,2,740.50103155,0,0
2021-03-24,SEC-005,3,980.025827,0,0
2021-03-24,SEC-006,4,1299.0164518833333,0,0
2021-03-25,SEC-001,4,1352.6615669833334,0,0
2021-03-25,SEC-002,5,1987.5414862,0,0
2021-03-25,SEC-003,3,845.8522050833334,0,0
2021-03-25,SEC-004,1,187.24943866666663,0,0
2021-03-25,SEC-005,2,965.4743470166668,0,0
2021-03-25,SEC-006,9,3418.4661035,0,0
2021-03-26,SEC-001,1,625.14920355,0,0
2021-03-26,SEC-002,5,1692.3171187833334,0,0
2021-03-26,SEC-003,2,598.92505025,0,0
2021-03-26,SEC-004,2,425.4609597666667,0,0
2021-03-26,SEC-005,11,4619.11211755,0,0
2021-03-26,SEC-006,3,867.0744537333334,0,0
2021-03-27,SEC-001,0,0.0,0,1
2021-03-27,SEC-002,0,0.0,0,1
2021-03-27,SEC-003,0,0.0,0,1
2021-03-27,SEC-004,0,0.0,0,1
2021-03-27,SEC-005,0,0.0,0,1
2021-03-27,SEC-006,0,0.0,0,1
2021-03-28,SEC-001,0,0.0,1,1
2021-03-28,SEC-002,0,0.0,1,1
2021-03-28,SEC-003,0,0.0,1,1
2021-03-28,SEC-004,0,0.0,1,1
2021-03-28,SEC-005,0,0.0,1,1
2021-03-28,SEC-006,0,0.0,1,1
2021-03-29,SEC-001,2,1043.0184487333331,0,0
2021-03-29,SEC-002,6,2514.254790533333,0,0
2021-03-29,SEC-003,3,1255.2510335,0,0
2021-03-29,SEC-004,4,1382.3155311,0,0
2021-03-29,SEC-005,13,5346.394090833333,0,0
2021-03-29,SEC-006,10,3400.3871703333334,0,0
2021-03-30,SEC-001,5,1333.200145066667,0,0
2021-03-30,SEC-002,6,1698.7090975333333,0,0
2021-03-30,SEC-003,3,777.90282265,0,0
2021-03-30,SEC-004,4,938.63673585,0,0
2021-03-30,SEC-005,4,1142.21633225,0,0
2021-03-30,SEC-006,7,2643.00550235,0,0
2021-03-31,SEC-001,6,2356.9744430666665,0,0
2021-03-31,SEC-002,5,1474.5658619333333,0,0
2021-03-31,SEC-003,3,811.74531915,0,0
2021-03-31,SEC-004,3,1066.1626075333334,0,0
2021-03-31,SEC-005,4,1564.4346322166666,0,0
2021-03-31,SEC-006,8,3408.018377833333,0,0
2021-04-01,SEC-001,2,695.474338,0,0
2021-04-01,SEC-002,8,2547.0729746,0,0
2021-04-01,SEC-003,6,2443.10125165,0,0
2021-04-01,SEC-004,2,674.4658171,0,0
2021-04-01,SEC-005,7,2581.1082717333334,0,0
