date,section_id,employees_on_duty,total_task_time_minutes,avg_task_time_per_employee,day_of_week,holiday_name,is_holiday,month,weekend,is_working_day,dow_Friday,dow_Monday,dow_Saturday,dow_Sunday,dow_Thursday,dow_Tuesday,dow_Wednesday,day_num,dow_sin,dow_cos,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,month_sin,month_cos,employees_on_duty_7days_ago,employees_on_duty_rolling_mean_7,productivity_per_employee
2021-01-11,SEC-001,5.0,1471.81571555,294.36314311,Monday,0,0,1,0,1,False,True,False,False,False,False,False,0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,2.2857142857142856,294.36314311
2021-01-12,SEC-001,4.0,891.04246335,222.7606158375,Tuesday,0,0,1,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,4.0,2.2857142857142856,222.7606158375
2021-01-13,SEC-001,3.0,813.8272610333333,271.2757536777778,Wednesday,0,0,1,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,2.0,2.4285714285714284,271.2757536777778
2021-01-14,SEC-001,0.0,0.0,0.0,Thursday,දෙමළ තෛපොංැලල් දිනය,1,1,0,0,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,2.0,2.142857142857143,
2021-01-15,SEC-001,3.0,1142.7058715666667,380.9019571888889,Friday,0,0,1,0,1,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,3.0,2.142857142857143,380.9019571888889
2021-01-16,SEC-001,0.0,0.0,0.0,Saturday,0,0,1,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,2.142857142857143,
2021-01-17,SEC-001,0.0,0.0,0.0,Sunday,0,0,1,1,0,False,False,False,True,False,False,False,6,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,2.142857142857143,
2021-01-18,SEC-001,2.0,281.73061781666667,140.86530890833333,Monday,0,0,1,0,1,False,True,False,False,False,False,False,0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,5.0,1.7142857142857142,140.86530890833333
2021-01-19,SEC-001,1.0,137.96541184999998,137.96541184999998,Tuesday,0,0,1,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,4.0,1.2857142857142858,137.96541184999998
2021-01-20,SEC-001,4.0,1148.0054492666666,287.00136231666664,Wednesday,0,0,1,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,3.0,1.4285714285714286,287.00136231666664
2021-01-21,SEC-001,3.0,1099.8256650333333,366.6085550111111,Thursday,0,0,1,0,1,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,1.8571428571428572,366.6085550111111
2021-01-22,SEC-001,3.0,1101.4910238333334,367.16367461111116,Friday,0,0,1,0,1,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,3.0,1.8571428571428572,367.16367461111116
2021-01-23,SEC-001,0.0,0.0,0.0,Saturday,0,0,1,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,1.8571428571428572,
2021-01-24,SEC-001,0.0,0.0,0.0,Sunday,0,0,1,1,0,False,False,False,True,False,False,False,6,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,1.8571428571428572,
2021-01-25,SEC-001,3.0,1112.4838493166667,370.8279497722222,Monday,0,0,1,0,1,False,True,False,False,False,False,False,0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,2.0,2.0,370.8279497722222
2021-01-26,SEC-001,4.0,1282.1878600666666,320.54696501666666,Tuesday,0,0,1,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,2.4285714285714284,320.54696501666666
2021-01-27,SEC-001,1.0,266.1778843166667,266.1778843166667,Wednesday,0,0,1,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,4.0,2.0,266.1778843166667
2021-01-28,SEC-001,0.0,0.0,0.0,Thursday,දුරුතු පුර පසළොස්වක පෝය දිනය,1,1,0,0,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,3.0,1.5714285714285714,
2021-01-29,SEC-001,7.0,2385.9135734,340.8447962,Friday,0,0,1,0,1,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,3.0,2.142857142857143,340.8447962
2021-01-30,SEC-001,0.0,0.0,0.0,Saturday,0,0,1,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,2.142857142857143,
2021-01-31,SEC-001,0.0,0.0,0.0,Sunday,0,0,1,1,0,False,False,False,True,False,False,False,6,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,2.142857142857143,
2021-02-01,SEC-001,3.0,1068.140386583333,356.0467955277777,Monday,0,0,2,0,1,False,True,False,False,False,False,False,0,0.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,3.0,2.142857142857143,356.0467955277777
2021-02-02,SEC-001,3.0,1130.43848155,376.81282718333335,Tuesday,0,0,2,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,4.0,2.0,376.81282718333335
2021-02-03,SEC-001,1.0,385.5616067166667,385.5616067166667,Wednesday,0,0,2,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,1.0,2.0,385.5616067166667
2021-02-04,SEC-001,0.0,0.0,0.0,Thursday,නිදහස් සමරු දිනය,1,2,0,0,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.0,2.0,
2021-02-05,SEC-001,6.0,2269.3078927,378.2179821166667,Friday,0,0,2,0,1,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,7.0,1.8571428571428572,378.2179821166667
2021-02-06,SEC-001,0.0,0.0,0.0,Saturday,0,0,2,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.0,1.8571428571428572,
2021-02-07,SEC-001,0.0,0.0,0.0,Sunday,0,0,2,1,0,False,False,False,True,False,False,False,6,-0.7818314824680299,0.6234898018587334,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.0,1.8571428571428572,
2021-02-08,SEC-001,5.0,1389.6339548166666,277.9267909633333,Monday,0,0,2,0,1,False,True,False,False,False,False,False,0,0.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,3.0,2.142857142857143,277.9267909633333
2021-02-09,SEC-001,3.0,577.5252873166667,192.50842910555556,Tuesday,0,0,2,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,3.0,2.142857142857143,192.50842910555556
2021-02-10,SEC-001,1.0,614.3496195833334,614.3496195833334,Wednesday,0,0,2,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,1.0,2.142857142857143,614.3496195833334
2021-02-11,SEC-001,1.0,322.46923725,322.46923725,Thursday,0,0,2,0,1,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.0,2.2857142857142856,322.46923725
2021-02-12,SEC-001,3.0,1043.4848414,347.8282804666667,Friday,0,0,2,0,1,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,6.0,1.8571428571428572,347.8282804666667
2021-02-13,SEC-001,0.0,0.0,0.0,Saturday,0,0,2,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.0,1.8571428571428572,
2021-02-14,SEC-001,0.0,0.0,0.0,Sunday,0,0,2,1,0,False,False,False,True,False,False,False,6,-0.7818314824680299,0.6234898018587334,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.0,1.8571428571428572,
2021-02-15,SEC-001,5.0,1695.1242441,339.02484882,Monday,0,0,2,0,1,False,True,False,False,False,False,False,0,0.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,5.0,1.8571428571428572,339.02484882
2021-02-16,SEC-001,2.0,621.52753145,310.763765725,Tuesday,0,0,2,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,3.0,1.7142857142857142,310.763765725
2021-02-17,SEC-001,4.0,1642.7598556,410.6899639,Wednesday,0,0,2,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,1.0,2.142857142857143,410.6899639
2021-02-18,SEC-001,1.0,377.86382211666665,377.86382211666665,Thursday,0,0,2,0,1,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,1.0,2.142857142857143,377.86382211666665
2021-02-19,SEC-001,1.0,333.4412185333333,333.4412185333333,Friday,0,0,2,0,1,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,3.0,1.8571428571428572,333.4412185333333
2021-02-20,SEC-001,0.0,0.0,0.0,Saturday,0,0,2,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.0,1.8571428571428572,
2021-02-21,SEC-001,0.0,0.0,0.0,Sunday,0,0,2,1,0,False,False,False,True,False,False,False,6,-0.7818314824680299,0.6234898018587334,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.0,1.8571428571428572,
2021-02-22,SEC-001,4.0,1378.1876552166666,344.54691380416665,Monday,0,0,2,0,1,False,True,False,False,False,False,False,0,0.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,5.0,1.7142857142857142,344.54691380416665
2021-02-23,SEC-001,5.0,2426.22646625,485.24529325000003,Tuesday,0,0,2,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,2.0,2.142857142857143,485.24529325000003
2021-02-24,SEC-001,2.0,714.3430988166667,357.17154940833336,Wednesday,0,0,2,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,4.0,1.8571428571428572,357.17154940833336
2021-02-25,SEC-001,3.0,1551.52934155,517.1764471833334,Thursday,0,0,2,0,1,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,1.0,2.142857142857143,517.1764471833334
2021-02-26,SEC-001,0.0,0.0,0.0,Friday,නවම් පුර පසළොස්වක පෝය දිනය,1,2,0,0,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,1.0,2.0,
2021-02-27,SEC-001,0.0,0.0,0.0,Saturday,0,0,2,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.0,2.0,
2021-02-28,SEC-001,0.0,0.0,0.0,Sunday,0,0,2,1,0,False,False,False,True,False,False,False,6,-0.7818314824680299,0.6234898018587334,False,True,False,False,False,False,False,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.0,2.0,
2021-03-01,SEC-001,6.0,1874.0296169666667,312.33826949444443,Monday,0,0,3,0,1,False,True,False,False,False,False,False,0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,4.0,2.2857142857142856,312.33826949444443
2021-03-02,SEC-001,1.0,428.96541928333335,428.96541928333335,Tuesday,0,0,3,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,5.0,1.7142857142857142,428.96541928333335
2021-03-03,SEC-001,3.0,867.84947845,289.28315948333335,Wednesday,0,0,3,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,2.0,1.8571428571428572,289.28315948333335
2021-03-04,SEC-001,2.0,268.9328469,134.46642345,Thursday,0,0,3,0,1,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,3.0,1.7142857142857142,134.46642345
2021-03-05,SEC-001,2.0,959.4739306833332,479.7369653416666,Friday,0,0,3,0,1,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.0,2.0,479.7369653416666
2021-03-06,SEC-001,0.0,0.0,0.0,Saturday,0,0,3,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.0,2.0,
2021-03-07,SEC-001,0.0,0.0,0.0,Sunday,0,0,3,1,0,False,False,False,True,False,False,False,6,-0.7818314824680299,0.6234898018587334,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.0,2.0,
2021-03-08,SEC-001,4.0,1588.1132891166667,397.0283222791667,Monday,0,0,3,0,1,False,True,False,False,False,False,False,0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,6.0,1.7142857142857142,397.0283222791667
2021-03-09,SEC-001,2.0,479.8744089833333,239.93720449166665,Tuesday,0,0,3,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,1.0,1.8571428571428572,239.93720449166665
2021-03-10,SEC-001,4.0,1379.81977985,344.9549449625,Wednesday,0,0,3,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,3.0,2.0,344.9549449625
2021-03-11,SEC-001,0.0,0.0,0.0,Thursday,මහ සිවරාත්රි දිනය,1,3,0,0,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,2.0,1.7142857142857142,
2021-03-12,SEC-001,3.0,1241.7835158,413.92783860000003,Friday,0,0,3,0,1,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,2.0,1.8571428571428572,413.92783860000003
2021-03-13,SEC-001,0.0,0.0,0.0,Saturday,0,0,3,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.0,1.8571428571428572,
2021-03-14,SEC-001,0.0,0.0,0.0,Sunday,0,0,3,1,0,False,False,False,True,False,False,False,6,-0.7818314824680299,0.6234898018587334,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.0,1.8571428571428572,
2021-03-15,SEC-001,3.0,1213.6607581833332,404.55358606111105,Monday,0,0,3,0,1,False,True,False,False,False,False,False,0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,4.0,1.7142857142857142,404.55358606111105
2021-03-16,SEC-001,2.0,598.0210462,299.0105231,Tuesday,0,0,3,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,2.0,1.7142857142857142,299.0105231
2021-03-17,SEC-001,2.0,754.77127075,377.385635375,Wednesday,0,0,3,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,4.0,1.4285714285714286,377.385635375
2021-03-18,SEC-001,2.0,765.78639465,382.893197325,Thursday,0,0,3,0,1,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.0,1.7142857142857142,382.893197325
2021-03-19,SEC-001,3.0,831.7767972666667,277.25893242222224,Friday,0,0,3,0,1,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,3.0,1.7142857142857142,277.25893242222224
2021-03-20,SEC-001,0.0,0.0,0.0,Saturday,0,0,3,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.0,1.7142857142857142,
2021-03-21,SEC-001,0.0,0.0,0.0,Sunday,0,0,3,1,0,False,False,False,True,False,False,False,6,-0.7818314824680299,0.6234898018587334,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.0,1.7142857142857142,
2021-03-22,SEC-001,3.0,965.9870569666666,321.9956856555555,Monday,0,0,3,0,1,False,True,False,False,False,False,False,0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,3.0,1.7142857142857142,321.9956856555555
2021-03-23,SEC-001,2.0,654.7704167333334,327.3852083666667,Tuesday,0,0,3,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,2.0,1.7142857142857142,327.3852083666667
2021-03-24,SEC-001,3.0,764.0220296166667,254.67400987222223,Wednesday,0,0,3,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,2.0,1.8571428571428572,254.67400987222223
2021-03-25,SEC-001,4.0,1352.6615669833334,338.16539174583335,Thursday,0,0,3,0,1,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,2.0,2.142857142857143,338.16539174583335
2021-03-26,SEC-001,1.0,625.14920355,625.14920355,Friday,0,0,3,0,1,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,3.0,1.8571428571428572,625.14920355
2021-03-27,SEC-001,0.0,0.0,0.0,Saturday,0,0,3,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.0,1.8571428571428572,
2021-03-28,SEC-001,0.0,0.0,0.0,Sunday,මැදින් පුර පසළොස්වක පෝය දිනය,1,3,1,0,False,False,False,True,False,False,False,6,-0.7818314824680299,0.6234898018587334,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.0,1.8571428571428572,
2021-03-29,SEC-001,2.0,1043.0184487333331,521.5092243666666,Monday,0,0,3,0,1,False,True,False,False,False,False,False,0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,3.0,1.7142857142857142,521.5092243666666
2021-03-30,SEC-001,5.0,1333.200145066667,266.6400290133334,Tuesday,0,0,3,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,2.0,2.142857142857143,266.6400290133334
2021-03-31,SEC-001,6.0,2356.9744430666665,392.8290738444444,Wednesday,0,0,3,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,False,False,True,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,3.0,2.5714285714285716,392.8290738444444
2021-04-01,SEC-001,2.0,695.474338,347.737169,Thursday,0,0,4,0,1,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,4.0,2.2857142857142856,347.737169
2021-04-02,SEC-001,0.0,0.0,0.0,Friday,මහ සිකුරාදා දිනය,1,4,0,0,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,1.0,2.142857142857143,
2021-04-03,SEC-001,0.0,0.0,0.0,Saturday,0,0,4,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.0,2.142857142857143,
2021-04-04,SEC-001,0.0,0.0,0.0,Sunday,0,0,4,1,0,False,False,False,True,False,False,False,6,-0.7818314824680299,0.6234898018587334,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.0,2.142857142857143,
2021-04-05,SEC-001,4.0,1369.500738533333,342.3751846333333,Monday,0,0,4,0,1,False,True,False,False,False,False,False,0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,2.0,2.4285714285714284,342.3751846333333
2021-04-06,SEC-001,1.0,362.56547108333336,362.56547108333336,Tuesday,0,0,4,0,1,False,False,False,False,False,True,False,1,0.7818314824680298,0.6234898018587336,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,5.0,1.8571428571428572,362.56547108333336
2021-04-07,SEC-001,2.0,431.1234974333333,215.56174871666664,Wednesday,0,0,4,0,1,False,False,False,False,False,False,True,2,0.9749279121818236,-0.22252093395631434,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,6.0,1.2857142857142858,215.56174871666664
2021-04-08,SEC-001,4.0,1419.389867933333,354.8474669833333,Thursday,0,0,4,0,1,False,False,False,False,True,False,False,3,0.43388373911755823,-0.900968867902419,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,2.0,1.5714285714285714,354.8474669833333
2021-04-09,SEC-001,4.0,1784.8854868666667,446.2213717166667,Friday,0,0,4,0,1,True,False,False,False,False,False,False,4,-0.433883739117558,-0.9009688679024191,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.0,2.142857142857143,446.2213717166667
2021-04-10,SEC-001,0.0,0.0,0.0,Saturday,0,0,4,1,0,False,False,True,False,False,False,False,5,-0.9749279121818236,-0.2225209339563146,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.0,2.142857142857143,
